id,log_recommends
810,2.524860905063748
812,3.4797454337277487
818,2.92800718233266
827,2.7416991687074876
833,4.0036748364251515
835,3.9132023747379776
837,3.936611344361202
841,2.2265582665263675
845,5.26702216998544
846,4.966541721601913
847,5.211871987805592
848,4.598380027610594
853,3.546000766015675
855,3.8057458741099732
856,5.689766374477607
858,2.4496934112059447
861,4.376763121676694
862,3.1704879038909395
866,2.9387295843714423
867,3.2283336184715297
876,4.566024068246827
877,2.838445793296618
878,3.2534863826970852
881,4.1422010891679095
884,2.3135804648338825
894,3.8596354928968584
895,3.103224761996364
899,3.34287226792601
900,2.667700569344326
908,3.382053720634131
912,3.846232162525275
914,3.3736384176930634
926,3.50222673174048
927,3.0922127591768778
928,2.590696896278299
932,1.918866856993391
934,3.0122131268896286
935,1.4381068645556532
939,3.369061941389294
947,2.9770285485112495
956,5.407742697369598
966,4.15877429096621
970,4.271412398931025
972,3.964110601269028
978,1.3967423608391174
981,3.676206564618976
985,3.5818409169707097
996,1.9792582759653359
1001,3.231815297543263
1005,2.6536399572408937
1008,5.732776407629213
1009,2.3240695799744775
1012,3.995925660893653
1013,2.391289728333247
1022,2.596278310025491
1025,4.739043433565819
1031,4.376933293773394
1032,4.335829189137283
1033,5.382602789064073
1037,2.9019220186949846
1039,2.601506079281904
1040,2.7321193520123086
1042,3.056812797629134
1044,3.062599426959248
1046,3.440821505221346
1047,3.851173126497927
1049,2.13647386006422
1050,6.337927368718612
1051,6.091379827203248
1052,3.4600512802583716
1055,5.647728447858585
1057,6.095676115949308
1058,4.743227539597186
1061,4.315174742173394
1069,4.200482515280047
1071,3.668110609702844
1072,3.2188439291450948
1076,3.7161876858876486
1077,1.826545008853019
1078,2.6361268408893155
1080,5.473969447609216
1081,2.385883547022619
1083,2.5576862927457698
1085,3.4866228318649464
1087,3.502975773716526
1094,4.461437379129272
1096,3.5084869543077177
1102,4.381955676495117
1104,4.17827833376308
1105,4.983054572890741
1106,1.7670760434732213
1110,2.240218914392833
1114,5.687964552971331
1124,2.5176387461997525
1127,3.9545664547292336
1129,2.49197826220764
1131,2.150080070982957
1133,3.2162583387021315
1136,3.941592209935969
1137,1.3809032713768037
1138,3.107879937689441
1139,2.3764082485711393
1141,2.081270495011315
1149,4.486915788457058
1151,2.589946395747481
1152,0.39389871647980423
1153,2.344822821846093
1165,3.1230002106846557
1167,2.690498850717198
1170,4.3038574376413825
1171,3.0280018047808293
1173,0.9554685542665236
1175,5.814058632961633
1177,2.5803907837650555
1180,5.201182118527277
1183,4.165390317335589
1188,4.786345211667822
1189,1.2495324756792265
1190,5.17917927343216
1194,3.760120344783865
1197,2.3656716087607186
1199,6.48553694585271
1202,4.1475250509843935
1207,3.2282051953382096
1208,3.954246640508669
1209,4.47665901130954
1213,3.738961401673778
1214,3.23542798908616
1215,3.2481384110779596
1216,2.7518794098535526
1220,2.7742211389843727
1221,3.0142508804938877
1229,2.7532445838108224
1230,3.9670878440925144
1233,3.278040238396006
1235,3.981801469102252
1237,1.0150856857409285
1239,4.098458704317167
1240,5.288322458062057
1241,2.2815076652135797
1242,3.266471906652381
1244,3.1730338932439794
1249,5.241084544330887
1251,2.163176239743832
1252,1.797169657943622
1255,5.081210839302165
1256,5.15468715516089
1262,3.446198734438604
1270,3.794973335144644
1272,1.4262013762757721
1276,4.605520664218568
1278,3.5549457662041926
1280,5.990445764211081
1283,5.388618838712429
1286,3.719635224833758
1292,3.0211913659036647
1302,2.8678913573447833
1303,3.8863563051830723
1307,4.107842050118485
1308,3.3646553308186777
1314,3.266825701319257
1320,5.222989721151112
1323,1.362531713213997
1325,1.8105290046322158
1329,3.5733229475165893
1346,3.851935368443059
1348,4.203444326436696
1361,3.916323430678676
1362,2.759948141428385
1365,2.7721821677264344
1366,4.0389366795132595
1367,1.9738707021800608
1368,2.769996095233865
1369,2.667383574921842
1375,4.316315886026828
1376,3.831036728926785
1377,3.208332630556446
1378,2.825659311080409
1382,2.7212067236509636
1385,4.260991297786176
1392,3.4624827075043387
1394,4.839119992941792
1397,3.437696287197549
1398,3.3863989758547364
1401,4.1056622507384954
1404,3.400718277295483
1406,3.4395898034558847
1413,4.813381290428027
1415,4.725658091074733
1418,2.6022625381333704
1431,4.0768535837200535
1433,3.9507428159933653
1434,4.560307288811218
1435,7.007999204875446
1449,4.8970258496689905
1455,2.0485435496011286
1469,3.2508713777668943
1480,3.8162983665922794
1512,3.2149276780613896
1556,3.0501638411935854
1562,4.807044365911719
1564,5.611129843426975
1572,5.214137716557132
1574,1.0995023361323764
1575,1.7604498264727568
1587,2.6398264152601687
1588,4.151016903038558
1591,2.7137774728879096
1602,3.1639158621270527
1603,4.092381568845056
1616,2.9956605885370964
1617,3.8698628660202834
1643,2.2647181078693404
1657,3.187827789367488
1660,1.4542291621683532
1661,3.750848390813456
1662,3.263990982339754
1663,4.056915748397844
1667,7.284838143174035
1685,7.048296357010919
1704,2.133165447976337
1712,3.7698294293543966
1715,2.5078347522875544
1730,2.280476791115032
1733,3.567980077324415
1747,2.7863873031362365
1753,2.2900865217528885
1755,4.109178525265277
1757,2.828535820506607
1762,2.1324025279688956
1763,3.9501026516520295
1770,4.633626409704311
1771,2.502751644035153
1782,1.5122842786289215
1784,2.8476766108034726
1786,2.4534126460058716
1788,2.59513598210419
1789,2.272292395227002
1794,3.9879736793368297
1813,3.5153567908827807
1834,2.3667969699868427
1838,1.7581265827229102
1847,3.825425576561257
1848,0.8612019883963242
1863,2.7537876492738573
1870,2.5204324101643825
1894,3.725548310794894
1897,3.3106946935745514
1906,2.197828303241174
1930,6.173075081976279
1934,2.6736216287945913
1936,3.00080503281659
1950,3.3604200360844345
1951,3.5283775810107194
1957,2.82799601119331
1970,3.8510858361496236
1979,1.5980238642962796
2003,3.6821141788061498
2004,2.946949686579043
2017,4.674308917184359
2024,4.235703735329388
2026,4.415520797181934
2027,2.624790706720268
2034,3.630667677196408
2061,1.8842951632592162
2064,4.569269105231817
2069,2.1359822341121455
2070,2.0562198495208603
2073,2.3648386450899648
2074,3.4026805469010406
2078,2.6906080762936257
2080,2.5126370141637757
2083,3.570836993069559
2088,0.9975584286857824
2108,2.697636473858349
2117,1.7826876413563761
2124,3.2155996606797004
2126,1.5739804926362302
2134,4.333094329090262
2136,4.39027695949346
2141,3.770401822547228
2144,3.724400913213276
2157,1.596143130179886
2170,3.0526629858094436
2179,2.3285731428812384
2205,2.8115914712054835
2213,2.773590010463889
2215,3.77058012881512
2219,4.113151473407147
2266,2.3476765516426013
2289,2.064837514290739
2304,2.3584325176537737
2305,2.966659100975235
2307,3.27055663531908
2323,4.0316360444408215
2331,7.030145549394996
2339,2.2885362659222674
2340,1.2601261286173089
2341,2.290944277383285
2343,3.2775790076638245
2344,1.5898242915545522
2354,2.9647687833319516
2359,4.537253730477584
2360,1.8934528510181536
2361,3.6275410450514984
2368,4.308289479571371
2381,2.50915908494918
2385,2.1105151450192254
2394,4.5687311966029664
2401,4.115183992367476
2402,2.0088713856950515
2403,1.7549207137580096
2406,6.8378481670185405
2408,5.208858049030436
2419,6.319582816799464
2420,1.5046548094033785
2423,3.1199452406090025
2424,6.044521324356009
2425,4.804080610256227
2426,2.787008442330057
2431,2.225184553770666
2432,2.3226324910481
2452,3.6292221529961317
2453,5.5482581604052
2454,0.736559752947517
2462,2.8313173516657324
2466,2.589376876473274
2468,2.3899536877494785
2469,3.4195646215146276
2471,2.645538348033473
2472,2.7947568299167864
2478,2.630320374580627
2484,2.7747768390027288
2487,2.6873885637555306
2494,2.8812336539680876
2495,0.7369953940872114
2508,5.239602664192065
2554,0.6531636625020851
2559,3.908673693261045
2561,2.1711874573584136
2581,3.262092657216609
2582,2.655990894325973
2583,3.71850641157881
2607,2.674087056520401
2610,3.359929306353822
2618,1.677799977984827
2624,1.476802404700115
2634,3.0098248949065214
2640,4.3817460979342515
2643,3.292150810440094
2650,1.8752754629654145
2653,3.1351358211640465
2676,2.2303796986660074
2689,3.593206502108531
2690,3.80685504495063
2705,2.7633937747590585
2717,3.204274343716345
2723,2.8604419118018996
2724,3.39954388136948
2725,3.9339971242621354
2728,1.6953548007558807
2730,3.110495428789852
2731,4.90824352794019
2736,5.403381686122206
2748,2.595574641383756
2751,2.2518773224083315
2752,3.9291496989189496
2759,3.9392215056209805
2761,2.9392114319734075
2768,1.5829679766694478
2803,1.9001289331686955
2828,2.9555484983249203
2834,2.971454988979723
2842,3.0923063030406333
2846,3.0422695682841017
2850,3.605366012819879
2853,3.814507535044384
2855,1.7639172357430004
2858,2.4266906419448078
2859,4.513575738945717
2860,4.354740675966173
2862,2.234619577753966
2881,3.1531457829327527
2897,3.747843644597378
2900,3.757496498007473
2909,2.206759042539508
2918,3.214844341125424
2948,4.242148579996215
2954,4.30130522589752
2956,2.9689041503967677
2957,3.5520816870036844
2958,3.5183873444878957
2960,3.581673696561052
2962,3.3933858139496462
2965,3.7744860608829307
2967,4.415530450088136
2968,4.013699164087351
2975,3.118822766871288
2979,2.169209322473982
2980,6.3967011771195015
2982,4.870702900318039
2985,4.914691303102487
2986,4.3528590324129635
2988,2.858713285318449
2994,1.9205477339229198
2997,3.9508808875674233
2998,3.2973351583333526
3004,4.224212385678894
3012,3.770560065638329
3013,3.5494186769864084
3017,1.1079785977771812
3024,2.247850487155175
3033,1.3283241960700725
3037,3.159886741382169
3047,3.28503115965058
3049,2.655178649409382
3051,4.382772803717317
3057,4.35409312282383
3061,2.7964039032993835
3067,1.2450782008214691
3068,3.3166401117569473
3074,2.5414461466608502
3077,4.445029103468507
3090,4.79319865951608
3096,2.7003714371470657
3100,1.47306199877947
3101,1.1621114747425567
3112,4.022083908525875
3113,2.952892079341047
3118,3.784902934253833
3124,3.2391312527111706
3141,2.8031969210631282
3144,2.2310237194117772
3165,2.0915271682947343
3166,0.7865447154985945
3170,2.385730515181477
3175,4.136811647990697
3178,1.7451650500879978
3193,1.8346982985526137
3194,1.3589268189127366
3195,2.0876271299882765
3207,6.3371690261985005
3222,5.565298845061179
3224,3.3601544450846355
3232,2.281128956031424
3236,4.521123883322085
3242,3.2000156210999653
3245,6.26480121743837
3249,4.313650662545023
3250,1.8709225243720953
3256,2.6515345122700165
3273,4.268565013973078
3287,4.744379301478368
3289,2.6584989092055227
3297,4.590244249995523
3299,4.984070890313537
3300,3.9228277060558856
3307,2.5033322731592884
3317,1.9636731650112116
3326,3.58073683781715
3335,1.8418796961227089
3337,3.40745676032592
3338,2.876554343354688
3341,3.1508821192788417
3344,2.839661722913034
3351,3.3338916244337264
3358,3.6445875531106324
3370,3.64901917106213
3372,1.227284452282848
3376,3.245612405160836
3378,4.345191179535381
3383,3.6633411476707463
3396,3.012437269830625
3399,4.2831473654987136
3421,4.782994006027179
3426,5.248891469942824
3428,6.282986056934373
3441,3.002032653658821
3445,2.797313695632882
3453,1.610064569727463
3468,1.7081078422869218
3469,1.5857748710984074
3491,4.605850150897158
3493,2.461227691818078
3497,5.923665310961271
3498,6.402062611094326
3506,5.084047218557143
3507,4.445427159944965
3509,5.6094156150409695
3510,4.554913445437787
3511,4.450366730293023
3515,3.658732306264884
3520,3.7366975042671062
3521,3.139021395843536
3525,5.885312092871806
3526,1.782500655091167
3527,3.6972823217938657
3528,4.488968338635125
3534,5.628268608821453
3552,3.7288711660690446
3567,3.927229946113758
3568,4.96610925198703
3573,3.000985034480347
3580,3.031534012143476
3583,3.5560826580457103
3587,2.6913778733188125
3593,3.2631119992963944
3594,1.450063492387895
3601,3.9066749152392672
3602,3.313639560823772
3603,3.2440225196646812
3618,2.5177443463488007
3619,2.948487466895933
3624,2.948789558287946
3628,4.754987528444163
3650,3.73469010376582
3665,3.4840578581656345
3686,5.241840621859227
3687,5.044859713679967
3689,3.5846722322682405
3697,2.3558690792903425
3726,1.8327016799005114
3744,1.847277440192937
3756,2.4033415915488368
3777,5.091525002553762
3778,5.8905695453817835
3783,3.8563751598082137
3790,5.1981377378968805
3791,3.1022465997712647
3792,4.823934228600928
3803,2.8225611005393287
3837,3.4377138624763064
3844,0.6161461206283245
3845,0.5719391060919283
3868,2.297241794743194
3874,1.9418075980097587
3875,2.0705460012924624
3887,5.55763134715432
3897,2.7552746013633933
3898,4.803405948506896
3899,4.913441451015759
3901,2.515490418900738
3902,2.8381497431776426
3905,1.4739640144053456
3913,2.7423934791098636
3925,3.926893401430847
3931,3.0539833130638905
3954,3.457324564675997
3980,2.8299757718683476
4017,3.0491117429927845
4039,2.320394150608159
4091,3.497109027990338
4092,2.5958339673037476
4106,2.501895520951164
4107,3.113781341251549
4111,4.15510211809857
4119,2.7698578765626536
4125,2.2917270561668746
4128,2.5059246788699414
4147,4.235849589994865
4158,3.1283163445925997
4169,3.6371389714313063
4170,3.747749507955976
4172,3.845056498831171
4175,4.557173099672735
4191,1.7762188243185877
4241,2.90948706603084
4246,2.937913142711383
4275,2.6804034809434114
4284,1.7733567644881398
4289,2.5153443112862175
4299,4.650222772976551
4300,3.211997541242244
4315,3.01993573596734
4316,2.649275958433921
4327,3.988154875071347
4328,2.2033134582562077
4333,2.376913152770345
4334,1.5975042515941558
4337,1.274683973537996
4341,1.1706034239878251
4351,2.214470688292469
4357,2.219124557102175
4394,3.6519364244224457
4397,3.800646296972796
4399,2.3389010571567104
4411,3.2243050875126067
4440,4.679323304314221
4448,2.1560614659959962
4452,2.218163328321239
4460,2.879433549312694
4466,3.5980086859842593
4472,3.1299117191370365
4475,3.5697373240012045
4479,3.4233688961235686
4493,3.8056479299534467
4501,0.3715394526273583
4509,1.8243616193298957
4513,6.713291819196993
4514,5.406781563424767
4523,6.4223411867987075
4535,2.8385031212779825
4543,6.655318178766393
4545,3.3240648393186163
4556,2.7119405541615604
4557,3.29376614453472
4564,3.3179496262778723
4576,2.977352799829438
4581,1.9776066640492467
4582,2.3668890954671187
4584,3.2569214996656206
4587,3.9555767756115614
4596,4.376305384943795
4598,2.6090426945635663
4611,5.934739505792502
4616,2.7518817284196775
4618,7.619319939468893
4629,6.671026717981862
4634,1.481333475183863
4638,2.1376471676729643
4648,3.1240384604416382
4655,4.199856623838569
4666,2.22668289503575
4672,2.417497104311514
4681,2.212292838333605
4682,3.3950987395344345
4685,2.3315281342772067
4690,4.452994565800989
4699,2.5642801556339254
4701,2.9888940943305315
4710,2.4009399934607014
4711,2.610204511516023
4712,3.2584900773087835
4715,3.9467911324825105
4722,4.8291200127654825
4725,2.0163815125173885
4730,3.9467682453647264
4731,4.267743139013055
4732,4.738724671508267
4745,4.4054132861283515
4746,4.163479623192369
4749,5.609563071893589
4757,2.6298035879518737
4763,4.654060979998902
4766,2.992904006856909
4769,4.523379075994329
4773,1.6822061496675413
4774,3.092861187705462
4779,4.293461559234733
4784,3.614794349639859
4789,3.0143726884809605
4792,3.489742995119715
4823,1.2051691365776025
4831,2.8918517276349904
4835,1.7633361248767696
4841,4.638692892025181
4843,3.8930280137174695
4844,4.872991223111233
4845,4.715035444259135
4846,6.585582597059384
4847,6.282519542630029
4850,5.0404792092051425
4852,4.3105774141162225
4854,3.51396201651606
4855,5.2928182940115756
4865,5.975079910215757
4866,4.575860354970775
4867,2.0814357024636
4872,5.156517894857584
4875,4.340511766958426
4878,6.370134611539267
4919,2.947047966643606
4934,4.271355445127416
4936,3.3478787101606966
4944,1.846494893127704
4945,4.0731985280318455
4946,3.2941797197737577
4954,3.861113152231855
4956,4.1140670116955365
4958,2.174000133136168
4962,5.278729869843037
4965,3.3012644891058414
4966,4.018205683556863
4973,2.380746457189763
4976,4.775943752267434
4982,2.1279983964133726
4986,3.683606979817191
4990,4.190184133319675
5024,3.459033249147212
5028,2.5013074347210287
5039,2.6765978252781712
5066,2.1477937405012444
5068,2.1122799220170476
5069,1.4727044010718924
5082,1.8617441227337261
5091,0.8170719583242818
5096,1.8022543051680395
5115,1.7927540133352249
5117,1.31432795590025
5121,1.19201752560556
5128,1.737771765490899
5156,1.9982287614156484
5157,2.2596345788677046
5158,3.0936376376608727
5159,1.778105771167237
5162,2.9021579691566783
5165,1.6981234709945245
5190,2.270631601707796
5197,1.9452650406427727
5202,2.4126320619399526
5204,3.6800363809353875
5212,1.8462656101997532
5215,1.2079960944978865
5220,4.330095597648365
5222,2.145256843917458
5251,4.658622398176987
5258,3.8362015466352757
5308,3.4856810555495543
5315,1.0105776289362376
5332,2.4647339696335706
5348,2.029729108170746
5402,2.7378695794891765
5408,3.7518443645970097
5412,2.423009254493918
5415,3.2776084487022583
5434,1.1812083969615153
5440,0.4623242966339136
5469,2.8760072976630804
5475,0.8566428606999701
5483,2.494079755712066
5492,3.2939761934785885
5493,6.63057079521894
5498,4.027229123720736
5518,5.8501876773374155
5533,1.9114327249373588
5535,3.427377659498405
5536,3.6362929907122914
5538,2.1661711093031784
5540,2.3927237593219632
5544,2.7948155823865433
5559,1.8123678201395919
5560,5.01339556358846
5564,5.312009830936148
5579,2.146091261808175
5580,2.3617241331180234
5581,1.1861152440839997
5586,3.117911457075653
5590,2.6199969049552836
5593,3.8094226189508276
5595,2.2220313779076437
5600,3.014966754012531
5603,2.3666393329165976
5605,3.339236635100928
5606,3.131264753459833
5611,1.8024097946488298
5612,3.4469957261934225
5613,2.645759465347192
5616,3.9067934651608085
5620,3.688320523914038
5654,2.466847033326174
5681,2.1999693847621886
5702,2.3415717081433827
5797,1.1651327769228907
5814,2.0686337754705084
5821,2.647932795623296
5875,3.3044284520202467
5894,4.636325249505569
5907,3.2845244539463563
5908,5.469356104608386
5915,4.976988334954786
5916,1.4772748438509076
5921,3.3542548499339215
5926,5.211643234422846
5928,3.9966799861654265
5929,5.06472146164513
5934,2.384063433622803
5951,4.6970037040386
5960,5.518750056421881
5973,4.300799935516807
5975,4.464914499974851
5977,2.4703525737189596
5978,5.577111281534885
5981,5.0689572341466675
5989,6.322733568409117
5992,4.251781891991554
5999,2.398024254493844
6003,3.024823102586862
6012,4.127694170812886
6020,3.0057594606415052
6021,4.162635864362683
6022,3.1539537908263076
6023,5.003072179094577
6027,3.1247111801547707
6032,2.6586083430488143
6040,3.404342020932398
6046,2.47076184848084
6047,2.9796054516027186
6048,3.5182585422364028
6068,2.3633149664132267
6094,2.1169298162086
6098,1.9846371795194435
6122,4.468803811447037
6204,2.145760729570619
6225,1.1934664001846067
6283,3.6938477307151496
6293,2.9091126311047435
6299,2.4834112756108975
6300,3.304512625567445
6305,4.414810734408652
6310,2.7309366705672744
6313,2.3161222444206713
6314,4.0503900672102855
6317,3.1854153507143605
6318,2.01398517276592
6322,5.272045974637603
6325,2.5118456501287176
6328,4.1131916637947405
6331,4.931924399921741
6332,2.8856670261922304
6335,3.402684761209132
6340,3.1792943979759736
6341,2.7626205429955903
6364,4.305481324755807
6365,3.013300171973765
6380,4.879316458547546
6391,1.788260453497179
6402,3.1942549874830384
6432,3.891364554262851
6438,5.910717904653043
6440,4.917037206578589
6444,5.459671586887457
6449,4.29128471699304
6450,4.253660127002125
6454,4.5466265376927435
6456,3.822200577153123
6457,2.499838378213834
6460,4.2042391248307585
6464,4.995878311017605
6475,3.1012537348895304
6481,3.005997049093046
6487,2.7632508435688017
6492,3.9724484675951977
6501,3.1932726655080534
6507,3.5887740687566207
6509,3.3896168799286848
6510,6.9646773081473405
6515,3.9468110362994353
6520,6.375299342999908
6521,4.0411780073662324
6524,7.352779931632751
6526,3.9434827745466245
6530,4.57719517606264
6534,4.376736602101587
6535,2.0078636290079754
6538,2.6765272836829177
6551,2.9984819167742467
6553,2.673159843206868
6554,1.604432267591042
6555,2.746397931451633
6556,2.799862862129829
6558,3.1495131309978053
6560,2.7101383530312604
6564,3.1921332920894097
6570,2.388289925413032
6573,2.7575167958297992
6575,3.0759899450520196
6576,4.496588460477873
6577,1.6270473171503912
6579,2.9110215692933066
6612,1.8802200047729285
6613,1.518604964707844
6630,0.7585221804209608
6655,3.377047412794254
6662,3.428117440914251
6664,5.157324085803795
6665,3.4532104779118664
6666,2.297366152053917
6692,3.2854891982627286
6695,2.236446849660757
6721,3.383160986813631
6749,5.117121610341524
6753,2.814827175132861
6764,3.4870752949991086
6784,2.717825238996529
6786,2.8767340374593955
6787,3.797750726057071
6791,2.2298984589489304
6792,2.5326480367421005
6793,1.3809940792242723
6794,3.1505292923758623
6814,2.288353769526346
6826,4.762053013835683
6838,3.521768177465548
6853,5.218757327822523
6855,2.6920292836887736
6857,5.459127247296224
6859,3.6088860569025742
6867,3.860002173878721
6896,3.5773330183741434
6915,4.580212128723547
6917,2.403992417503898
6921,2.203724477090515
6928,2.3695626972829507
6949,2.4251850671915927
6960,4.0644433859444735
6961,3.545412444488942
6967,5.0846297831407
6971,4.545640425509425
6977,2.519485762429208
6980,2.9014618002051273
6996,2.0150502613451113
6999,3.9889425256152657
7001,2.608768628991142
7009,3.193837538196093
7013,3.798394909448026
7024,2.0971877684692797
7040,3.39917556331603
7044,4.2887650791373
7052,3.1427579594223776
7053,3.5158937099310688
7064,6.431497260205164
7069,5.521914766888571
7077,2.955720570989435
7078,4.205795150940377
7089,1.4358516821965357
7101,2.708749568931926
7114,1.6110340666109695
7116,3.3621892791661736
7136,2.3035090889794674
7146,3.742900439955831
7148,1.3876515820889535
7150,2.6468339232447335
7151,0.8810819504662513
7152,2.1109483263031716
7153,3.286061257460865
7165,2.7668476357640364
7167,5.096199206884035
7170,2.4979974079646023
7175,2.1777979759037978
7177,1.9638404883733545
7178,3.1110318754735884
7179,4.543110342580591
7181,5.379696714692846
7182,2.7932473397670092
7185,3.01618987859291
7190,1.871843915573821
7198,4.678279801332248
7202,2.804381796116279
7210,2.2336624719646667
7215,1.555941897144216
7216,2.2059291650363217
7217,3.487235996442446
7224,2.4734161448602685
7239,5.545348927217901
7244,2.52754584834356
7262,1.4325775342236051
7267,5.377195668613153
7277,4.736250347198803
7294,5.415920821510094
7297,1.49806960298608
7302,5.952613496810763
7313,2.893170933655418
7326,3.775789996683188
7330,3.3064134012012563
7335,3.81071357329857
7342,4.705671549263766
7355,5.142258336768444
7366,1.9419857692899996
7369,2.6127874297314873
7394,3.4574801281124365
7405,3.4765811495412584
7431,4.148963499159883
7434,5.495799058390102
7457,3.815708715905742
7458,4.166752153507105
7472,4.1398292225142646
7480,5.11585931787452
7485,4.079148729623498
7495,5.420326458135376
7507,5.181764123708498
7524,3.1406940089291475
7526,2.6539908272111568
7528,4.146289705816043
7530,2.837892488302628
7533,2.7836677387647843
7537,2.3323713977902814
7544,2.390979807641126
7547,2.2448602564017603
7548,5.21530637127838
7550,2.2558574693918945
7584,4.694498651651905
7598,4.014301805544118
7600,1.5543475508402085
7624,4.30530035339569
7627,2.362299928666879
7636,3.341040211878923
7640,2.9576877076639336
7644,3.732104692868216
7654,2.240264710100792
7663,1.8101111315624372
7664,2.824071143954864
7666,3.2404964801335225
7678,5.178784740772263
7697,4.401489175708304
7698,3.5997420476543223
7710,5.52971554828688
7711,4.692727618305129
7726,3.6066852067185327
7731,3.199147477132459
7735,3.833335029487388
7737,2.965442867461705
7743,2.5690188373507494
7744,4.018856374822094
7746,2.8714116673530126
7747,3.7606902242108626
7750,3.7042741388214555
7751,5.21361722073202
7753,4.293479869011987
7755,3.8774141294770796
7758,4.301910249769756
7767,3.1090333129747045
7770,3.146749955835249
7783,1.6814243731698915
7789,4.696197664866187
7809,3.274662376512767
7811,3.3993888642321686
7815,4.525769112548364
7825,4.454338900618801
7826,3.5744108565460118
7828,3.2952519081083294
7830,1.983835957888557
7835,3.3733710396415555
7841,4.678702059598178
7847,2.4919024748130667
7858,2.476700882875463
7868,3.8028316100006703
7877,2.754261997295421
7891,5.240660420399628
7892,4.249140646877464
7893,4.363452079181126
7898,4.142231878471474
7899,5.996228698066879
7900,1.2707907270410006
7910,4.44556899444257
7915,4.467155959210744
7919,4.831803871359023
7920,3.5970275373512415
7923,3.329217595386213
7924,3.7096911858333685
7927,3.2662112969700887
7933,5.076899967774448
7935,1.887922062457703
7945,4.755418667775627
7947,2.9513543307404206
7954,4.126460222570335
